ff9e 004f // group 6 point28
ffa5 00e6 // group 6 point29
0063 ffb5 // group 6 point30
0084 0023 // group 6 point31
ff1d 00c4 // group 6 point32
ff17 00ec // group 6 point33
0058 0024 // group 6 point34
00df ff01 // group 6 point35
ff9f feeb // group 6 point36
0103 0048 // group 6 point37
ff01 0077 // group 6 point38
ff0a ff9c // group 6 point39
fec6 ffc2 // group 6 point40
0119 0069 // group 6 point41
ff15 ff91 // group 6 point42
002d fefe // group 6 point43
ff1a ff0e // group 6 point44
007c 0080 // group 6 point45
0094 00ff // group 6 point46
001b 00f6 // group 6 point47
00dc ff77 // group 6 point48
013a ffca // group 6 point49
006f 0130 // group 6 point50
ff8f 003a // group 6 point51
00eb fef3 // group 6 point52
ff9f 00f1 // group 6 point53
00fd 006b // group 6 point54
ffc0 005c // group 6 point55
ffb4 0006 // group 6 point56
ff1c ff2f // group 6 point57
0066 0032 // group 6 point58
0120 ff5f // group 6 point59
ff10 011e // group 6 point60
002c ff2a // group 6 point61
000f ff17 // group 6 point62
ff61 00f0 // group 6 point63
0049 006a // group 6 point64
004b 0064 // group 6 point65
0118 012c // group 6 point66
0049 fedf // group 6 point67
ffb1 0053 // group 6 point68
005d ffd2 // group 6 point69
00d7 0017 // group 6 point70
ffc2 00e8 // group 6 point71
00fe ff9a // group 6 point72
ff05 001d // group 6 point73
00f9 0067 // group 6 point74
0045 0040 // group 6 point75
fef6 00ec // group 6 point76
003c 0106 // group 6 point77
ffc0 ff49 // group 6 point78
0065 ff38 // group 6 point79
ff02 00f3 // group 7 point0
ffd4 ffde // group 7 point1
0119 ff94 // group 7 point2
0101 00ee // group 7 point3
ff11 00f7 // group 7 point4
ff91 ff99 // group 7 point5
ff93 ffdb // group 7 point6
0060 fefc // group 7 point7
fef4 006e // group 7 point8
ffae ffab // group 7 point9
ffac 00d2 // group 7 point10
ff36 014b // group 7 point11
fec4 ff18 // group 7 point12
0124 ffa4 // group 7 point13
005d 003d // group 7 point14
ff23 ff06 // group 7 point15
ffea 0101 // group 7 point16
0110 ff11 // group 7 point17
fef3 fee2 // group 7 point18
feef ff0f // group 7 point19
001b ff95 // group 7 point20
0111 ff3e // group 7 point21
ffdb 00eb // group 7 point22
0068 011e // group 7 point23
fedf 00eb // group 7 point24
ff09 0037 // group 7 point25
0105 ff29 // group 7 point26
0011 ffac // group 7 point27
0067 ff1e // group 7 point28
ff0b 00e9 // group 7 point29
